year,player_id,pred_r2,pred_r3,pred_r4,pred_qf,pred_sf,pred_f,pred_w,actual_rounds,reached_r2,reached_r3,reached_r4,reached_qf,reached_sf,reached_f,reached_w
2013,B837,0.2362,0.1743,0.1078,0.0576,0.0088,0.0014,0.0003,0,0,0,0,0,0,0,0
2013,T840,0.3608,0.2212,0.1496,0.0537,0.007,0.0012,0.0002,2,1,1,0,0,0,0,0
2013,T742,0.6392,0.4713,0.3641,0.1747,0.0361,0.0076,0.0012,0,0,0,0,0,0,0,0
2013,KB54,0.2988,0.0523,0.0226,0.0041,0.0003,0.0,0.0,1,1,0,0,0,0,0,0
2013,M824,0.7012,0.2552,0.1548,0.0498,0.0076,0.0005,0.0001,0,0,0,0,0,0,0,0
2013,PD07,0.4797,0.1635,0.0361,0.0061,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2013,G436,0.5203,0.1861,0.0425,0.0078,0.0007,0.0,0.0,0,0,0,0,0,0,0,0
2013,M850,0.4663,0.2941,0.0978,0.024,0.0024,0.0003,0.0,1,1,0,0,0,0,0,0
2013,BE90,0.5337,0.3563,0.1325,0.0363,0.0046,0.0006,0.0,0,0,0,0,0,0,0,0
2013,Y061,0.8155,0.6053,0.4286,0.0952,0.0538,0.0148,0.0026,3,1,1,1,0,0,0,0
2013,H756,0.1845,0.0715,0.0281,0.0021,0.0005,0.0001,0.0,0,0,0,0,0,0,0,0
2013,R419,0.715,0.2612,0.1388,0.017,0.0073,0.0015,0.0002,2,1,1,0,0,0,0,0
2013,B842,0.285,0.062,0.0222,0.001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,M873,0.8028,0.545,0.2478,0.0354,0.0158,0.0031,0.0005,1,1,0,0,0,0,0,0
2013,H571,0.1972,0.0734,0.0143,0.0007,0.0002,0.0001,0.0,0,0,0,0,0,0,0,0
2013,L575,0.6703,0.2892,0.0996,0.0093,0.003,0.0008,0.0001,1,1,0,0,0,0,0,0
2013,W503,0.3297,0.0924,0.0206,0.0016,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2013,MC10,0.9399,0.9136,0.7361,0.6617,0.5752,0.3454,0.1737,7,1,1,1,1,1,1,1
2013,B896,0.0601,0.0414,0.0095,0.0039,0.001,0.0005,0.0,0,0,0,0,0,0,0,0
2013,W373,0.4455,0.0201,0.0026,0.0005,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2013,O234,0.5545,0.0249,0.0042,0.001,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2013,H355,0.8056,0.4729,0.1329,0.096,0.0645,0.0219,0.007,3,1,1,1,0,0,0,0
2013,T315,0.1944,0.0587,0.0077,0.0035,0.0012,0.0003,0.0,0,0,0,0,0,0,0,0
2013,G628,0.7969,0.4191,0.1026,0.0696,0.0435,0.0148,0.0035,2,1,1,0,0,0,0,0
2013,G710,0.2031,0.0493,0.0044,0.0015,0.0006,0.0,0.0,0,0,0,0,0,0,0,0
2014,D643,0.9841,0.9514,0.8922,0.7692,0.5844,0.5097,0.3491,7,1,1,1,1,1,1,1
2014,G806,0.0159,0.0035,0.0007,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,SC77,0.5188,0.0242,0.0078,0.002,0.0003,0.0,0.0,2,1,1,0,0,0,0,0
2014,B884,0.4812,0.0209,0.0069,0.0018,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,CA12,0.8978,0.4148,0.0362,0.0115,0.0027,0.0009,0.0003,3,1,1,1,0,0,0,0
2014,CB14,0.1022,0.01,0.0003,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,ME05,0.3761,0.1901,0.0128,0.0042,0.0008,0.0003,0.0,1,1,0,0,0,0,0,0
2014,V306,0.6239,0.3851,0.0431,0.0155,0.0037,0.0017,0.0003,0,0,0,0,0,0,0,0
2014,C977,0.8428,0.7816,0.4357,0.085,0.0289,0.0158,0.0044,4,1,1,1,1,0,0,0
2014,M850,0.1572,0.1118,0.0235,0.0019,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2014,H804,0.5856,0.0679,0.0099,0.0002,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2014,E831,0.4144,0.0387,0.0024,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,TA46,0.692,0.18,0.0614,0.0055,0.0009,0.0001,0.0,1,1,0,0,0,0,0,0
2014,D864,0.308,0.0455,0.0089,0.0003,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2014,BA47,0.8883,0.7318,0.4505,0.1025,0.0436,0.0252,0.0073,2,1,1,0,0,0,0,0
2014,H528,0.1117,0.0427,0.0077,0.0003,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,MC10,0.9672,0.9387,0.8295,0.7028,0.2899,0.2195,0.1107,4,1,1,1,1,0,0,0
2014,GB88,0.0328,0.0174,0.0041,0.001,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,RA51,0.454,0.0182,0.003,0.0003,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2014,A596,0.546,0.0257,0.0063,0.0014,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,H442,0.5914,0.2234,0.0232,0.0074,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2014,K839,0.4086,0.1257,0.0125,0.004,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2014,S694,0.781,0.5556,0.1116,0.06,0.0085,0.0028,0.0007,1,1,0,0,0,0,0,0
2014,C882,0.219,0.0953,0.0098,0.0021,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,BD06,0.8148,0.5433,0.4256,0.1236,0.0231,0.0103,0.0034,2,1,1,0,0,0,0,0
2014,J386,0.1852,0.0572,0.0254,0.002,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,A678,0.8032,0.362,0.2542,0.0568,0.0097,0.0039,0.0004,3,1,1,1,0,0,0,0
2014,BH09,0.1968,0.0375,0.0132,0.0011,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,R613,0.8394,0.5689,0.1974,0.031,0.0022,0.0006,0.0,1,1,0,0,0,0,0,0
2014,V254,0.1606,0.0469,0.0045,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,PC68,0.3545,0.1108,0.0172,0.001,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2014,G681,0.6455,0.2734,0.0625,0.0054,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,F510,0.8568,0.3319,0.2365,0.1379,0.0533,0.0086,0.002,2,1,1,0,0,0,0,0
2014,K737,0.1432,0.0165,0.0045,0.001,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,D875,0.8644,0.6117,0.514,0.387,0.2109,0.0509,0.0148,5,1,1,1,1,1,0,0
2014,H940,0.1356,0.0399,0.0181,0.0058,0.0007,0.0,0.0,0,0,0,0,0,0,0,0
2014,SM09,0.2822,0.0753,0.0096,0.0027,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2014,TB69,0.7178,0.3447,0.0738,0.0254,0.0057,0.0005,0.0001,0,0,0,0,0,0,0,0
2014,B896,0.6825,0.4362,0.1217,0.0538,0.016,0.0008,0.0,1,1,0,0,0,0,0,0
2014,Y124,0.3175,0.1438,0.0218,0.0054,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2014,D801,0.8549,0.5203,0.3327,0.1492,0.054,0.0075,0.001,2,1,1,0,0,0,0,0
2014,G940,0.1451,0.0306,0.0089,0.0013,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2014,MD56,0.3194,0.1063,0.0411,0.011,0.0021,0.0001,0.0,3,1,1,1,0,0,0,0
2014,SA93,0.6806,0.3428,0.202,0.0764,0.0236,0.0025,0.0002,0,0,0,0,0,0,0,0
2014,SD32,0.7991,0.4676,0.2201,0.0864,0.0295,0.0035,0.0002,2,1,1,0,0,0,0,0
2014,K776,0.2009,0.0521,0.0091,0.0011,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2014,B837,0.5093,0.2497,0.1001,0.0322,0.0091,0.0006,0.0002,1,1,0,0,0,0,0,0
2014,BA65,0.4907,0.2306,0.086,0.0234,0.0056,0.0003,0.0,0,0,0,0,0,0,0,0
2014,KB54,0.3945,0.0388,0.0073,0.0015,0.0002,0.0,0.0,2,1,1,0,0,0,0,0
2014,E687,0.6055,0.0855,0.0203,0.0056,0.0011,0.0,0.0,0,0,0,0,0,0,0,0
2014,F401,0.9169,0.837,0.5621,0.4134,0.2874,0.0817,0.029,1,1,0,0,0,0,0,0
2014,CD85,0.0831,0.0387,0.0072,0.0018,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2014,W367,0.8066,0.6475,0.3194,0.2094,0.1277,0.027,0.0072,4,1,1,1,1,0,0,0
2014,SH90,0.1934,0.1038,0.0252,0.0098,0.0028,0.0001,0.0,0,0,0,0,0,0,0,0
2014,L575,0.8365,0.2344,0.0575,0.0216,0.0078,0.0004,0.0,1,1,0,0,0,0,0,0
2014,N503,0.1635,0.0143,0.001,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,R782,0.3743,0.0623,0.0088,0.001,0.0003,0.0,0.0,1,1,0,0,0,0,0,0
2014,R368,0.6257,0.1703,0.0418,0.0058,0.0011,0.0,0.0,0,0,0,0,0,0,0,0
2014,I165,0.5732,0.4509,0.2072,0.0624,0.0247,0.0034,0.0006,2,1,1,0,0,0,0,0
2014,T315,0.4268,0.3165,0.1219,0.0271,0.0088,0.0009,0.0002,0,0,0,0,0,0,0,0
2014,L397,0.8672,0.6928,0.4945,0.2161,0.1191,0.0201,0.0056,3,1,1,1,0,0,0,0
2014,SE73,0.1328,0.0525,0.0163,0.0019,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2014,PC78,0.2024,0.0214,0.0033,0.0004,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2014,F444,0.7976,0.2333,0.1062,0.022,0.0067,0.0001,0.0,0,0,0,0,0,0,0,0
2014,N289,0.5783,0.3226,0.1052,0.0436,0.0058,0.0006,0.0,1,1,0,0,0,0,0,0
2014,D874,0.4217,0.2054,0.0565,0.0181,0.0018,0.0002,0.0,0,0,0,0,0,0,0,0
2014,H756,0.4873,0.232,0.0621,0.0224,0.0026,0.0,0.0,1,1,0,0,0,0,0,0
2014,PD07,0.5127,0.24,0.0695,0.0235,0.0026,0.0001,0.0,0,0,0,0,0,0,0,0
2014,I186,0.8882,0.6645,0.5199,0.3506,0.0957,0.0317,0.007,2,1,1,0,0,0,0,0
2014,SI57,0.1118,0.0324,0.0096,0.0022,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,J397,0.737,0.2582,0.1609,0.0731,0.0134,0.0027,0.0004,2,1,1,0,0,0,0,0
2014,D616,0.263,0.0449,0.0163,0.0028,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2014,H432,0.865,0.6875,0.4311,0.2393,0.0532,0.0122,0.0021,1,1,0,0,0,0,0,0
2014,P701,0.135,0.0539,0.0102,0.0021,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2014,ME82,0.7209,0.2178,0.0831,0.023,0.0022,0.0005,0.0,1,1,0,0,0,0,0,0
2014,R750,0.2791,0.0408,0.0063,0.0005,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,R419,0.7053,0.4122,0.2125,0.1031,0.0201,0.0034,0.0002,3,1,1,1,0,0,0,0
2014,L797,0.2947,0.1084,0.0361,0.0117,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2014,G710,0.4169,0.1839,0.0762,0.0257,0.0043,0.0003,0.0001,1,1,0,0,0,0,0,0
2014,M873,0.5831,0.2955,0.1445,0.0583,0.0085,0.0016,0.0,0,0,0,0,0,0,0,0
2014,G725,0.7274,0.3494,0.033,0.0138,0.0046,0.0008,0.0,2,1,1,0,0,0,0,0
2014,G676,0.2726,0.0652,0.0028,0.0006,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,MA30,0.3863,0.2014,0.0168,0.0068,0.002,0.0001,0.0,1,1,0,0,0,0,0,0
2014,B747,0.6137,0.384,0.0489,0.0245,0.0104,0.0017,0.0002,0,0,0,0,0,0,0,0
2014,F324,0.9743,0.8681,0.8115,0.744,0.6653,0.4389,0.2366,6,1,1,1,1,1,1,0
2014,L503,0.0257,0.0053,0.0012,0.0004,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,R975,0.8538,0.1216,0.0846,0.0533,0.0312,0.0087,0.0011,5,1,1,1,1,1,0,0
2014,E690,0.1462,0.005,0.0012,0.0003,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,Y061,0.8345,0.6197,0.4433,0.0911,0.0519,0.0129,0.0022,1,1,0,0,0,0,0,0
2014,W503,0.1655,0.0617,0.0228,0.0015,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2014,SM25,0.6179,0.2146,0.1113,0.0146,0.0052,0.0007,0.0001,1,1,0,0,0,0,0,0
2014,H996,0.3821,0.104,0.0424,0.003,0.001,0.0001,0.0,0,0,0,0,0,0,0,0
2014,K540,0.4564,0.1736,0.051,0.0048,0.0016,0.0003,0.0,2,1,1,0,0,0,0,0
2014,SL28,0.5436,0.2243,0.0734,0.0062,0.0018,0.0001,0.0,0,0,0,0,0,0,0,0
2014,L987,0.2904,0.1299,0.0338,0.0022,0.0006,0.0,0.0,1,1,0,0,0,0,0,0
2014,G476,0.7096,0.4722,0.222,0.0329,0.0121,0.0024,0.0002,0,0,0,0,0,0,0,0
2014,K435,0.8307,0.6566,0.2932,0.1675,0.0454,0.0119,0.0024,1,1,0,0,0,0,0,0
2014,SF36,0.1693,0.076,0.0155,0.0038,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2014,BA98,0.6968,0.2137,0.0551,0.0202,0.0026,0.0005,0.0001,2,1,1,0,0,0,0,0
2014,I230,0.3032,0.0537,0.0082,0.0015,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2014,KB09,0.5952,0.0845,0.0198,0.0052,0.0006,0.0001,0.0,1,1,0,0,0,0,0,0
2014,K771,0.4048,0.0432,0.0083,0.0012,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,N552,0.8912,0.8124,0.5825,0.3926,0.1456,0.0543,0.0142,3,1,1,1,0,0,0,0
2014,D750,0.1088,0.0599,0.0174,0.0053,0.0007,0.0,0.0,0,0,0,0,0,0,0,0
2014,G628,0.881,0.7631,0.6268,0.3259,0.0979,0.031,0.0074,1,1,0,0,0,0,0,0
2014,D994,0.119,0.0544,0.0224,0.0029,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2014,KE17,0.4498,0.076,0.0318,0.0044,0.0003,0.0001,0.0,4,1,1,1,1,0,0,0
2014,R612,0.5502,0.1065,0.0511,0.0102,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2014,V708,0.6102,0.4364,0.1445,0.0385,0.0052,0.0004,0.0001,2,1,1,0,0,0,0,0
2014,E224,0.3898,0.2389,0.0612,0.0119,0.0014,0.0,0.0,0,0,0,0,0,0,0,0
2014,W373,0.557,0.1953,0.0405,0.0068,0.0004,0.0,0.0,2,1,1,0,0,0,0,0
2014,G892,0.443,0.1294,0.0217,0.0021,0.0003,0.0001,0.0,0,0,0,0,0,0,0,0
2014,MC65,0.8073,0.5492,0.4402,0.1112,0.0551,0.0166,0.0033,1,1,0,0,0,0,0,0
2014,J267,0.1927,0.0643,0.0323,0.0024,0.0003,0.0001,0.0001,0,0,0,0,0,0,0,0
2014,D499,0.2384,0.0501,0.0227,0.0013,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2014,K336,0.7616,0.3364,0.2439,0.0425,0.0164,0.0045,0.0008,0,0,0,0,0,0,0,0
2014,K926,0.4338,0.1364,0.0256,0.0019,0.0002,0.0001,0.0,2,1,1,0,0,0,0,0
2014,SC56,0.5662,0.2053,0.0404,0.0023,0.0007,0.0001,0.0,0,0,0,0,0,0,0,0
2014,R685,0.5855,0.4019,0.1253,0.0152,0.0031,0.0003,0.0,1,1,0,0,0,0,0,0
2014,PD31,0.4145,0.2564,0.0696,0.0059,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2014,N409,0.9146,0.8393,0.6974,0.6254,0.5229,0.3281,0.1763,3,1,1,1,0,0,0,0
2014,K966,0.0854,0.0454,0.0147,0.0067,0.0022,0.0005,0.0001,0,0,0,0,0,0,0,0
2014,Q927,0.8737,0.1113,0.0385,0.0197,0.0066,0.0013,0.0002,1,1,0,0,0,0,0,0
2014,KA98,0.1263,0.004,0.0001,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2014,T786,0.7541,0.4807,0.1448,0.1042,0.0617,0.0225,0.0056,3,1,1,1,0,0,0,0
2014,M762,0.2459,0.0964,0.0155,0.0069,0.0021,0.0005,0.0,0,0,0,0,0,0,0,0
2014,G858,0.875,0.409,0.0881,0.0542,0.026,0.0065,0.0015,1,1,0,0,0,0,0,0
2014,Z254,0.125,0.0139,0.0009,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,D643,0.9326,0.9211,0.8646,0.7734,0.7127,0.6523,0.457,7,1,1,1,1,1,1,1
2015,K435,0.0674,0.0557,0.0293,0.0137,0.006,0.0023,0.0003,0,0,0,0,0,0,0,0
2015,BE90,0.4318,0.008,0.0017,0.0001,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2015,H804,0.5682,0.0152,0.0033,0.0009,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,E690,0.4045,0.0525,0.0015,0.0002,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2015,RA51,0.5955,0.1081,0.0039,0.0005,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2015,I186,0.8773,0.7745,0.0941,0.0468,0.0245,0.0117,0.0028,2,1,1,0,0,0,0,0
2015,SC47,0.1227,0.0649,0.0016,0.0003,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,KB09,0.3156,0.1212,0.0174,0.001,0.0002,0.0001,0.0,3,1,1,1,0,0,0,0
2015,C882,0.6844,0.3967,0.1046,0.0073,0.0022,0.0006,0.0,0,0,0,0,0,0,0,0
2015,Z355,0.574,0.295,0.0663,0.004,0.0012,0.0003,0.0002,1,1,0,0,0,0,0,0
2015,G681,0.426,0.1871,0.0328,0.0008,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2015,G725,0.6511,0.1164,0.0564,0.0037,0.0014,0.0005,0.0,2,1,1,0,0,0,0,0
2015,SG64,0.3489,0.036,0.0121,0.0007,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2015,N552,0.7902,0.7051,0.6165,0.1381,0.0942,0.063,0.0206,1,1,0,0,0,0,0,0
2015,BA98,0.2098,0.1425,0.0939,0.0085,0.0027,0.001,0.0001,0,0,0,0,0,0,0,0
2015,W367,0.8347,0.7081,0.5375,0.4293,0.0978,0.0594,0.0172,4,1,1,1,1,0,0,0
2015,SH90,0.1653,0.0831,0.0346,0.0122,0.0011,0.0005,0.0001,0,0,0,0,0,0,0,0
2015,E224,0.4132,0.0747,0.0253,0.0093,0.0006,0.0001,0.0,1,1,0,0,0,0,0,0
2015,B896,0.5868,0.1341,0.0546,0.0255,0.0019,0.0005,0.0,0,0,0,0,0,0,0,0
2015,V306,0.6285,0.3788,0.1481,0.0906,0.0101,0.0045,0.0007,2,1,1,0,0,0,0,0
2015,K966,0.3715,0.1651,0.0471,0.024,0.003,0.0006,0.0001,0,0,0,0,0,0,0,0
2015,N289,0.3054,0.0981,0.0225,0.009,0.0006,0.0001,0.0,1,1,0,0,0,0,0,0
2015,H432,0.6946,0.358,0.1303,0.0711,0.0097,0.0038,0.0005,0,0,0,0,0,0,0,0
2015,TB69,0.5894,0.2498,0.1274,0.0359,0.0034,0.001,0.0001,1,1,0,0,0,0,0,0
2015,SC56,0.4106,0.1433,0.0647,0.0149,0.0009,0.0001,0.0,0,0,0,0,0,0,0,0
2015,MH30,0.1942,0.0659,0.0214,0.0029,0.0002,0.0001,0.0,1,1,0,0,0,0,0,0
2015,R419,0.8058,0.541,0.3424,0.1398,0.0138,0.0056,0.0006,0,0,0,0,0,0,0,0
2015,B837,0.7324,0.5366,0.2938,0.1065,0.0104,0.0034,0.0004,2,1,1,0,0,0,0,0
2015,Y124,0.2676,0.1346,0.0434,0.0088,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2015,BI23,0.3026,0.0633,0.0117,0.0013,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2015,ME05,0.6974,0.2655,0.0952,0.0189,0.0007,0.0002,0.0001,0,0,0,0,0,0,0,0
2015,GB88,0.7816,0.2672,0.1752,0.0708,0.0259,0.0037,0.0007,3,1,1,1,0,0,0,0
2015,Z184,0.2184,0.0298,0.0114,0.0017,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2015,D875,0.8445,0.6446,0.526,0.3326,0.1935,0.0423,0.0093,2,1,1,0,0,0,0,0
2015,D874,0.1555,0.0584,0.0289,0.0075,0.0014,0.0004,0.0,0,0,0,0,0,0,0,0
2015,J386,0.6975,0.5391,0.1826,0.0665,0.0213,0.0022,0.0,1,1,0,0,0,0,0,0
2015,L797,0.3025,0.1817,0.0342,0.0063,0.0014,0.0,0.0,0,0,0,0,0,0,0,0
2015,D750,0.6257,0.1984,0.0331,0.0051,0.0008,0.0,0.0,1,1,0,0,0,0,0,0
2015,SJ55,0.3743,0.0808,0.0086,0.0007,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,G628,0.8764,0.5701,0.4039,0.2409,0.1336,0.0263,0.0061,5,1,1,1,1,1,0,0
2015,SM09,0.1236,0.0328,0.0073,0.0019,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2015,KE17,0.8204,0.3673,0.2299,0.1162,0.0538,0.008,0.0012,3,1,1,1,0,0,0,0
2015,SM37,0.1796,0.0298,0.0084,0.0015,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,H996,0.3488,0.0805,0.011,0.0022,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2015,CH27,0.6512,0.2198,0.0577,0.0194,0.0048,0.0003,0.0,0,0,0,0,0,0,0,0
2015,MA21,0.3886,0.2515,0.0853,0.0326,0.0107,0.0012,0.0002,1,1,0,0,0,0,0,0
2015,MB02,0.6114,0.4482,0.1965,0.0941,0.0372,0.0051,0.0011,0,0,0,0,0,0,0,0
2015,H355,0.8223,0.3787,0.3148,0.1946,0.107,0.0194,0.0045,1,1,0,0,0,0,0,0
2015,L987,0.1777,0.0278,0.0156,0.0041,0.0012,0.0002,0.0,0,0,0,0,0,0,0,0
2015,R975,0.9012,0.5749,0.503,0.3498,0.2215,0.0527,0.0144,2,1,1,0,0,0,0,0
2015,G676,0.0988,0.0186,0.0079,0.0019,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2015,W503,0.3912,0.1425,0.015,0.0027,0.0001,0.0,0.0,2,1,1,0,0,0,0,0
2015,V495,0.6088,0.2894,0.0431,0.012,0.0021,0.0002,0.0,0,0,0,0,0,0,0,0
2015,V708,0.6931,0.4316,0.0846,0.0274,0.0076,0.0005,0.0002,1,1,0,0,0,0,0,0
2015,L503,0.3069,0.1365,0.016,0.0024,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2015,PD07,0.74,0.3359,0.1057,0.03,0.0075,0.0007,0.0001,4,1,1,1,1,0,0,0
2015,ME31,0.26,0.0617,0.0093,0.001,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2015,F510,0.7129,0.4727,0.1975,0.0733,0.0275,0.0027,0.0006,1,1,0,0,0,0,0,0
2015,SF62,0.2871,0.1297,0.0312,0.0068,0.0009,0.0002,0.0,0,0,0,0,0,0,0,0
2015,T840,0.8896,0.559,0.3972,0.193,0.0968,0.0165,0.0034,3,1,1,1,0,0,0,0
2015,N503,0.1104,0.0221,0.0057,0.0007,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,BH09,0.2683,0.0746,0.0294,0.0086,0.0017,0.0001,0.0,1,1,0,0,0,0,0,0
2015,S694,0.7317,0.3443,0.224,0.0917,0.04,0.0055,0.0005,0,0,0,0,0,0,0,0
2015,BA65,0.3455,0.1232,0.0122,0.0037,0.0001,0.0,0.0,2,1,1,0,0,0,0,0
2015,L575,0.6545,0.3222,0.0553,0.023,0.004,0.0006,0.0002,0,0,0,0,0,0,0,0
2015,TA46,0.8242,0.5093,0.1004,0.0478,0.0089,0.0013,0.0004,2,1,1,0,0,0,0,0
2015,SL28,0.1758,0.0453,0.0024,0.0007,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,N409,0.8981,0.6383,0.5628,0.4748,0.2336,0.1195,0.0453,1,1,0,0,0,0,0,0
2015,BD20,0.1019,0.0257,0.0111,0.0037,0.0007,0.0001,0.0,0,0,0,0,0,0,0,0
2015,T786,0.732,0.2812,0.2241,0.1648,0.062,0.0225,0.0054,2,1,1,0,0,0,0,0
2015,MA30,0.268,0.0548,0.0317,0.0156,0.0032,0.0008,0.0,0,0,0,0,0,0,0,0
2015,R772,0.2721,0.0749,0.0201,0.0033,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2015,I165,0.7279,0.3734,0.1853,0.0448,0.0093,0.0021,0.0005,0,0,0,0,0,0,0,0
2015,D801,0.9017,0.5364,0.2849,0.0802,0.0162,0.0024,0.0001,1,1,0,0,0,0,0,0
2015,E831,0.0983,0.0153,0.0023,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,K336,0.7904,0.421,0.2228,0.0607,0.0139,0.0026,0.0005,3,1,1,1,0,0,0,0
2015,Y218,0.2096,0.053,0.0113,0.0008,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,SA93,0.8331,0.4858,0.2645,0.0755,0.0164,0.0031,0.0004,2,1,1,0,0,0,0,0
2015,K964,0.1669,0.0402,0.0088,0.0005,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2015,CG80,0.5458,0.3282,0.0316,0.0163,0.0036,0.0004,0.0002,1,1,0,0,0,0,0,0
2015,SC77,0.4542,0.2523,0.0219,0.0102,0.0022,0.0004,0.0,0,0,0,0,0,0,0,0
2015,H756,0.5495,0.2435,0.0167,0.0058,0.0003,0.0,0.0,1,1,0,0,0,0,0,0
2015,F444,0.4505,0.176,0.012,0.0049,0.0006,0.0001,0.0,0,0,0,0,0,0,0,0
2015,MC10,0.9623,0.7602,0.7187,0.6724,0.5052,0.3095,0.1561,5,1,1,1,1,1,0,0
2015,K926,0.0377,0.0054,0.0019,0.0007,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2015,BA47,0.7989,0.2173,0.1866,0.1578,0.0853,0.034,0.0101,3,1,1,1,0,0,0,0
2015,CA12,0.2011,0.0171,0.0106,0.0056,0.0011,0.0002,0.0001,0,0,0,0,0,0,0,0
2015,MD56,0.6075,0.3317,0.2007,0.0292,0.0078,0.0011,0.0001,2,1,1,0,0,0,0,0
2015,KD46,0.3925,0.1756,0.0849,0.0091,0.0021,0.0004,0.0,0,0,0,0,0,0,0,0
2015,M873,0.734,0.4073,0.2492,0.0349,0.0099,0.002,0.0002,1,1,0,0,0,0,0,0
2015,KB05,0.266,0.0854,0.0326,0.0028,0.0006,0.0,0.0,0,0,0,0,0,0,0,0
2015,R685,0.4206,0.1944,0.0733,0.0081,0.0014,0.0002,0.0,1,1,0,0,0,0,0,0
2015,G858,0.5794,0.3015,0.137,0.017,0.0042,0.0005,0.0,0,0,0,0,0,0,0,0
2015,A596,0.2809,0.0956,0.0266,0.0015,0.0001,0.0,0.0,2,1,1,0,0,0,0,0
2015,G476,0.7191,0.4085,0.1957,0.0237,0.0068,0.001,0.0001,0,0,0,0,0,0,0,0
