year,round,winner,loser,prob_winner,correct
2012,R32,Richard Gasquet,Nicolas Almagro,0.6909080639035365,1
2012,R32,Viktor Troicki,Juan Monaco,0.5795689603749817,1
2012,R32,Novak Djokovic,Radek Stepanek,0.8935491505081053,1
2012,R32,Philipp Kohlschreiber,Lukas Rosol,0.7141696793360858,1
2012,R32,Brian Baker,Benoit Paire,0.3549104056002194,0
2012,R32,Mardy Fish,David Goffin,0.8442312180221976,1
2012,R32,Jo-Wilfried Tsonga,Lukas Lacko,0.8736985329089604,1
2012,R32,Andy Murray,Marcos Baghdatis,0.868935622121564,1
2012,R32,Marin Cilic,Sam Querrey,0.6457524208823688,1
2012,R32,Juan Martin del Potro,Kei Nishikori,0.7609171348212241,1
2012,R32,David Ferrer,Andy Roddick,0.5662301080320462,1
2012,R32,Denis Istomin,Alejandro Falla,0.7259655017115277,1
2012,R32,Xavier Malisse,Fernando Verdasco,0.3922186338659027,0
2012,R32,Roger Federer,Julien Benneteau,0.9415663966964191,1
2012,F,Roger Federer,Andy Murray,0.7006568399386244,1
2012,R32,Florian Mayer,Jerzy Janowicz,0.7221265610027409,1
2012,SF,Roger Federer,Novak Djokovic,0.5860239193816345,1
2012,SF,Andy Murray,Jo-Wilfried Tsonga,0.6522057053919826,1
2012,R16,Andy Murray,Marin Cilic,0.7235281817723553,1
2012,R16,Mikhail Youzhny,Denis Istomin,0.6604757585686778,1
2012,QF,Jo-Wilfried Tsonga,Philipp Kohlschreiber,0.6310369134296766,1
2012,QF,Andy Murray,David Ferrer,0.6060830511149108,1
2012,QF,Roger Federer,Mikhail Youzhny,0.8957629012182023,1
2012,QF,Novak Djokovic,Florian Mayer,0.9091552711842941,1
2012,R16,Philipp Kohlschreiber,Brian Baker,0.7932647443336361,1
2012,R16,Jo-Wilfried Tsonga,Mardy Fish,0.587201959301986,1
2012,R16,Novak Djokovic,Viktor Troicki,0.9225188291772132,1
2012,R16,Florian Mayer,Richard Gasquet,0.2932911285504857,0
2012,R16,Roger Federer,Xavier Malisse,0.9288547534077133,1
2012,R128,Lukasz Kubot,Tatsuma Ito,0.6056141131467537,1
2012,R128,Fernando Verdasco,Jimmy Wang,0.8278824605246881,1
2012,R128,Jerzy Janowicz,Simone Bolelli,0.3462229491090851,0
2012,R128,Ernests Gulbis,Tomas Berdych,0.08752361004043534,0
2012,R128,Roger Federer,Albert Ramos-Vinolas,0.9707153338819622,1
2012,R128,Xavier Malisse,Marinko Matosevic,0.6246419106400017,1
2012,R128,Grega Zemlja,Josh Goodall,0.8370964889504661,1
2012,R128,Florian Mayer,Dmitry Tursunov,0.5761798736902981,1
2012,R128,Denis Istomin,Andreas Seppi,0.3807458517581456,0
2012,R128,Fabio Fognini,Michael Llodra,0.3926356272091008,0
2012,R128,Michael Russell,Adrian Menendez-Maceiras,0.5353279018736086,1
2012,R128,Ryan Harrison,Yen-Hsun Lu,0.5098393148344906,1
2012,R128,Julien Benneteau,Gilles Muller,0.5850851519392278,1
2012,R128,Philipp Petzschner,Blaz Kavcic,0.8544621873467374,1
2012,R128,Jurgen Melzer,Stan Wawrinka,0.4672904782400851,0
2012,R128,Lukas Lacko,Adrian Ungur,0.6198035606765446,1
2012,R128,Guillermo Garcia-Lopez,Edouard Roger-Vasselin,0.4633589192522511,0
2012,R128,Jarkko Nieminen,Feliciano Lopez,0.27402497929157416,0
2012,R128,Igor Andreev,Oliver Golding,0.7935137417750793,1
2012,R128,Nicolas Mahut,Paolo Lorenzi,0.7336840831689777,1
2012,R128,Alejandro Falla,John Isner,0.17258469689365935,0
2012,R128,Viktor Troicki,Marcel Granollers,0.5533021132027031,1
2012,R128,Jo-Wilfried Tsonga,Lleyton Hewitt,0.6757376092031804,1
2012,R128,Andy Murray,Nikolay Davydenko,0.9095259390426368,1
2012,R128,Ivo Karlovic,Dudi Sela,0.7416200930257744,1
2012,R128,Gilles Simon,Paul-Henri Mathieu,0.6296618866100783,1
2012,R128,Kei Nishikori,Mikhail Kukushkin,0.7279556096202876,1
2012,R128,Florent Serra,Andrey Kuznetsov,0.5489960377337391,1
2012,R128,Novak Djokovic,Juan Carlos Ferrero,0.8788422172026141,1
2012,R128,Guillaume Rufin,Steve Darcis,0.2656764804335642,0
2012,R128,Ruben Bemelmans,Carlos Berlocq,0.43188149517906177,0
2012,R128,Richard Gasquet,Tobias Kamke,0.8909697862378646,1
